Region,Original_crop,Crop_scientific_name,Crop_component,Variable,Units,Value,Primary_reference_of_dataset,Reference_where_data_were_collated,Website_of_source_of_collated_data,Table_in_reference,,,,,,,,,,,,
World,Lupin,Lupinus luteus,Crop_products,Nitrogen_requirement_of_crop_mg_per_g,Milligrams per gram,35,"Perry et al.
(1986)","Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Soybean,Glycine max,Crop_products,Nitrogen_requirement_of_crop_mg_per_g,Milligrams per gram,28,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Peanut,Arachis hypogaea,Crop_products,Nitrogen_requirement_of_crop_mg_per_g,Milligrams per gram,17,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Mean for legumes,,Crop_products,Nitrogen_requirement_of_crop_mg_per_g,Milligrams per gram,26,,"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Cotton,Gossypium hirsutum,Crop_products,Nitrogen_requirement_of_crop_mg_per_g,Milligrams per gram,19,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Safflower,Carthamus tinctorius,Crop_products,Nitrogen_requirement_of_crop_mg_per_g,Milligrams per gram,11,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Sunflower,Helianthus annus,Crop_products,Nitrogen_requirement_of_crop_mg_per_g,Milligrams per gram,15,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Flax,Linum usitatissum,Crop_products,Nitrogen_requirement_of_crop_mg_per_g,Milligrams per gram,18,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Hemp,Cannabis sativa,Crop_products,Nitrogen_requirement_of_crop_mg_per_g,Milligrams per gram,19,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Canola,Brassica napus,Crop_products,Nitrogen_requirement_of_crop_mg_per_g,Milligrams per gram,15,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Sesame,Sesamum indicum,Crop_products,Nitrogen_requirement_of_crop_mg_per_g,Milligrams per gram,13,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
Australia,Wheat,,Crop_products,Moisture_percentage_crop_products,Percentage_of_fresh_weight,11,Receival standard,"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 2,,,,,,,,,,,,
Australia,Barley,,Crop_products,Moisture_percentage_crop_products,Percentage_of_fresh_weight,11,Receival standard,"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 2,,,,,,,,,,,,
Australia,Canola,,Crop_products,Moisture_percentage_crop_products,Percentage_of_fresh_weight,7,Receival standard,"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 2,,,,,,,,,,,,
Australia,Lupin,,Crop_products,Moisture_percentage_crop_products,Percentage_of_fresh_weight,12,"Dracup et al (1998a,b)","Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 2,,,,,,,,,,,,
Australia,Sorghum,,Crop_products,Moisture_percentage_crop_products,Percentage_of_fresh_weight,13.5,Receival standard,"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 2,,,,,,,,,,,,
Australia,Oats,,Crop_products,Moisture_percentage_crop_products,Percentage_of_fresh_weight,11,Receival standard,"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 2,,,,,,,,,,,,
Australia,Field pea,,Crop_products,Moisture_percentage_crop_products,Percentage_of_fresh_weight,14,Receival standard,"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 2,,,,,,,,,,,,
Australia,Triticale,,Crop_products,Moisture_percentage_crop_products,Percentage_of_fresh_weight,11,Receival standard,"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 2,,,,,,,,,,,,
Australia,Chick pea,,Crop_products,Moisture_percentage_crop_products,Percentage_of_fresh_weight,14,Receival standard,"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 2,,,,,,,,,,,,
Australia,Faba bean,,Crop_products,Moisture_percentage_crop_products,Percentage_of_fresh_weight,14,Receival standard,"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 2,,,,,,,,,,,,
Australia,Rice,,Crop_products,Moisture_percentage_crop_products,Percentage_of_fresh_weight,21,Receival standard,"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 2,,,,,,,,,,,,
Australia,Lentil,,Crop_products,Moisture_percentage_crop_products,Percentage_of_fresh_weight,14,Receival standard,"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 2,,,,,,,,,,,,
Australia,Mung bean,,Crop_products,Moisture_percentage_crop_products,Percentage_of_fresh_weight,9,Petterson and Mackintosh (1994),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 2,,,,,,,,,,,,
Australia,Sunflower,,Crop_products,Moisture_percentage_crop_products,Percentage_of_fresh_weight,9,Receival standard,"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 2,,,,,,,,,,,,
Australia,Maize,,Crop_products,Moisture_percentage_crop_products,Percentage_of_fresh_weight,13.5,Spenceley (2005),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 2,,,,,,,,,,,,
Australia,Soybeans,,Crop_products,Moisture_percentage_crop_products,Percentage_of_fresh_weight,15,Rose et al (2005),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 2,,,,,,,,,,,,
Australia,Wheat,Triticum aestivum,Crop_products,Mean_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,6699,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Barley,Hordeum vulgare,Crop_products,Mean_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,7777,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Lupin,Lupinus angustifolius,Crop_products,Mean_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,5148,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Canola,Brassica napus,Crop_products,Mean_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,6829,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Oat,Avena sativa,Crop_products,Mean_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,9669,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Sorghum,Sorghum bicolor,Crop_products,Mean_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,6855,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Triticale,Triticum durum X Secale cereale,Crop_products,Mean_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,9568,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Field pea,Pisum sativum,Crop_products,Mean_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,4706,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Chickpea,Cicer arietinum,Crop_products,Mean_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,3783,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Faba bean,Vicia faba,Crop_products,Mean_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,5130,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Lentil,Lens culinaris,Crop_products,Mean_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,3817,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Maize,Zea mays,Crop_products,Mean_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,20733,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Vetch,Vicia sativa,Crop_products,Mean_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,3701,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Peanut,Arachis hypogea,Crop_products,Mean_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,3730,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Wheat,Triticum aestivum,Crop_products,n_Above_ground_biomass_kg_DM_ha,"Integer, number of values mean above ground biomass is made up of",1015,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Barley,Hordeum vulgare,Crop_products,n_Above_ground_biomass_kg_DM_ha,"Integer, number of values mean above ground biomass is made up of",96,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Lupin,Lupinus angustifolius,Crop_products,n_Above_ground_biomass_kg_DM_ha,"Integer, number of values mean above ground biomass is made up of",165,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Canola,Brassica napus,Crop_products,n_Above_ground_biomass_kg_DM_ha,"Integer, number of values mean above ground biomass is made up of",129,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Oat,Avena sativa,Crop_products,n_Above_ground_biomass_kg_DM_ha,"Integer, number of values mean above ground biomass is made up of",163,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Sorghum,Sorghum bicolor,Crop_products,n_Above_ground_biomass_kg_DM_ha,"Integer, number of values mean above ground biomass is made up of",78,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Triticale,Triticum durum X Secale cereale,Crop_products,n_Above_ground_biomass_kg_DM_ha,"Integer, number of values mean above ground biomass is made up of",6,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Field pea,Pisum sativum,Crop_products,n_Above_ground_biomass_kg_DM_ha,"Integer, number of values mean above ground biomass is made up of",167,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Chickpea,Cicer arietinum,Crop_products,n_Above_ground_biomass_kg_DM_ha,"Integer, number of values mean above ground biomass is made up of",180,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Faba bean,Vicia faba,Crop_products,n_Above_ground_biomass_kg_DM_ha,"Integer, number of values mean above ground biomass is made up of",49,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Lentil,Lens culinaris,Crop_products,n_Above_ground_biomass_kg_DM_ha,"Integer, number of values mean above ground biomass is made up of",42,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Maize,Zea mays,Crop_products,n_Above_ground_biomass_kg_DM_ha,"Integer, number of values mean above ground biomass is made up of",12,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Vetch,Vicia sativa,Crop_products,n_Above_ground_biomass_kg_DM_ha,"Integer, number of values mean above ground biomass is made up of",24,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Peanut,Arachis hypogea,Crop_products,n_Above_ground_biomass_kg_DM_ha,"Integer, number of values mean above ground biomass is made up of",16,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Wheat,Triticum aestivum,Crop_products,Minimum_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,140,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Barley,Hordeum vulgare,Crop_products,Minimum_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,12,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Lupin,Lupinus angustifolius,Crop_products,Minimum_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,714,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Canola,Brassica napus,Crop_products,Minimum_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,51,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Oat,Avena sativa,Crop_products,Minimum_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,1050,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Sorghum,Sorghum bicolor,Crop_products,Minimum_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,460,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Triticale,Triticum durum X Secale cereale,Crop_products,Minimum_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,6065,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Field pea,Pisum sativum,Crop_products,Minimum_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,1140,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Chickpea,Cicer arietinum,Crop_products,Minimum_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,80,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Faba bean,Vicia faba,Crop_products,Minimum_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,1330,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Lentil,Lens culinaris,Crop_products,Minimum_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,1440,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
Australia,Maize,Zea mays,Crop_products,Minimum_Above_ground_biomass_kg_DM_ha,kg dry matter per hectare,15500,Unkovich et al (2006) Australian Crop Yields and Harvest Indices (Microsoft Access Database),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 5,,,,,,,,,,,,
